source,spot,time,userid,content,star
美团,周庄,2016-08-27 13:54:13,huJ36901872,领票要到老牌楼！！！意思是坐汽车到周庄之后要步行3公里，呵呵哒了，而且提前三天退票才可以？真有诚意。要是各位从苏州过去自由行，我推荐大家直接去北广场汽车站二楼买苏州旅游局出售的套票，一百出头的价，包含船票，30元的车票，和周庄门票   也有学生票出售！ 一下车可以直接坐船到大门，不用死磕走到老牌楼，累到死！！！！！   就是因为买了这张美团券，感觉被坑到死。周庄还是很好玩的 去苏州的话值得一看。,1.0
美团,周庄,2016-08-26 19:59:21,15951228873,非常非常非常非常非常满意好玩啊就是,5.0
美团,周庄,2014-05-24 23:03:41,陈徐铭,,5.0
美团,周庄,2016-08-21 16:06:48,SwR764346354,环境很不错，服务很周到，很满意哦,4.0
美团,周庄,2014-07-17 10:02:42,匿名用户,,4.0
美团,周庄,2014-09-11 00:16:18,匿名用户,,5.0
美团,周庄,2014-05-19 11:30:23,ZYN144540972,,4.0
美团,周庄,2016-08-15 17:47:29,QOB264599125,设施是真差，房间一股霉味，就更别提服务了，我们是凌晨一点多到的，早晨8点多走的，收的却是一天的钱，这都不说了，关键是环境设施真的是太差了，不是太晚，又不认识路，真的不会住……………,4.0
美团,周庄,2016-08-09 11:46:59,13862128900,很好，下次还会去。.1234567898746,5.0
美团,周庄,2016-08-06 15:39:53,WXin91,"其实跟西塘差不多 ,,,,，，都是古建筑,,,,,,石子路，,,,,,，,",5.0
美团,周庄,2019-03-23 08:44:47,wawx2010,,5.0
美团,周庄,2019-03-23 17:21:17,匿名用户,,4.0
美团,周庄,2019-03-22 13:14:33,zjz1015,,4.0
美团,周庄,2019-03-21 14:23:38,KBj453496590,,5.0
美团,周庄,2019-03-19 14:28:39,musicapple7,,5.0
美团,周庄,2019-03-13 22:15:29,_qq3f41426233351,,5.0
美团,周庄,2019-03-14 18:41:22,kirito－kaneki,,5.0
美团,周庄,2019-03-13 18:38:38,尹小兔520,,4.0
美团,周庄,2019-03-12 20:51:38,Xaf532745818,,5.0
美团,周庄,2019-03-11 12:45:44,RLu419930965,,4.0
美团,周庄,2019-03-11 17:38:09,夏日极光,,5.0
美团,周庄,2019-03-09 17:18:51,EAp801589340,,4.0
美团,周庄,2019-03-08 17:53:41,匿名用户,,5.0
美团,周庄,2019-03-06 13:32:32,yqY654294407,,4.0
美团,周庄,2019-03-02 21:50:15,a15995721221,,4.0
美团,周庄,2019-02-26 15:29:30,zhizi_yaoyao,,4.0
美团,周庄,2019-02-26 22:31:43,NAk235083390,,5.0
美团,周庄,2019-02-25 23:14:55,haozi_cool,,4.0
美团,周庄,2019-02-25 04:35:48,铃铛0222,,5.0
美团,周庄,2019-02-25 14:06:17,mvs444809142,,5.0
美团,周庄,2019-02-25 13:36:11,GnP431441421,,5.0
美团,周庄,2019-02-23 09:16:44,刘肖892468490,,5.0
美团,周庄,2019-02-22 12:36:48,lvjinlong1204,,4.0
美团,周庄,2019-02-21 17:54:57,随缘0000001,,5.0
美团,周庄,2019-02-22 13:15:46,wenjing_桐月,,4.0
美团,周庄,2019-02-22 12:35:05,XIAODUODUO1,,5.0
美团,周庄,2019-02-21 17:49:28,BAN482650837,,5.0
美团,周庄,2019-02-20 18:15:59,蕾蕾轩轩,,5.0
美团,周庄,2019-02-19 23:20:32,ilQ818326932,,5.0
美团,周庄,2019-02-20 15:08:01,匿名用户,,5.0
美团,周庄,2019-02-19 13:43:14,徐松儿,,5.0
美团,周庄,2019-02-19 17:43:04,匿名用户,,4.0
美团,周庄,2019-02-18 22:29:30,龙哥是我女盆友,,4.0
美团,周庄,2019-02-18 19:58:03,cNQ959316544,,4.0
美团,周庄,2019-02-18 16:41:21,AiV3189394,,5.0
美团,周庄,2019-02-18 08:25:18,SNZ593396903,,5.0
美团,周庄,2019-02-17 10:05:55,夏沫雪情,,5.0
美团,周庄,2019-02-16 16:14:17,星空下的钟,,5.0
美团,周庄,2019-02-16 12:23:35,Dennis汪,,4.0
美团,周庄,2019-02-16 12:20:17,豌豆苗豌豆粒,,5.0
美团,周庄,2019-02-15 20:38:43,匿名用户,,5.0
美团,周庄,2019-02-15 18:32:13,匿名用户,,5.0
美团,周庄,2019-02-14 18:01:49,匿名用户,,4.0
美团,周庄,2019-02-14 13:00:22,mHZ503949362,,5.0
美团,周庄,2019-02-13 18:02:58,孙成芝,,5.0
美团,周庄,2019-02-13 18:45:48,愚蠢的女人575,,5.0
美团,周庄,2019-02-13 16:24:09,DLbati,,5.0
美团,周庄,2019-02-13 06:17:56,匿名用户,,5.0
美团,周庄,2019-02-13 06:18:06,匿名用户,,5.0
美团,周庄,2019-02-11 18:07:00,rita0624,,5.0
美团,周庄,2019-02-12 11:19:47,CgU996089618,,4.0
美团,周庄,2019-02-12 16:09:48,匿名用户,,4.0
美团,周庄,2019-02-11 21:17:52,匿名用户,,5.0
美团,周庄,2019-02-12 11:50:04,mNX627400216,,4.0
美团,周庄,2019-02-11 20:35:29,ycnsxf,,5.0
美团,周庄,2019-02-11 16:32:01,yxw670808174,,4.0
美团,周庄,2019-02-11 11:36:29,qxj869535981,,4.0
美团,周庄,2019-02-11 10:54:59,wOv224988091,,5.0
美团,周庄,2019-02-10 09:51:03,匿名用户,,4.0
美团,周庄,2019-02-10 18:09:03,god1258,,4.0
美团,周庄,2019-02-09 21:21:14,wb19791218,,5.0
美团,周庄,2019-02-10 18:08:57,god1258,,4.0
美团,周庄,2019-02-09 10:07:18,匿名用户,,5.0
美团,周庄,2019-02-08 22:10:40,hexiancui,,4.0
美团,周庄,2019-02-09 11:25:55,蜀山剑侠道清风,,5.0
美团,周庄,2019-02-07 20:31:34,弄不清商,,4.0
美团,周庄,2019-02-08 16:38:39,舞动黄色康乃馨,,4.0
美团,周庄,2019-02-08 11:06:59,sunchen1207,,5.0
美团,周庄,2019-02-07 18:46:55,漠宇落,,5.0
美团,周庄,2019-02-07 14:19:47,匿名用户,,4.0
美团,周庄,2019-02-08 21:58:57,RxS342133212,,5.0
美团,周庄,2019-02-07 18:46:46,漠宇落,,5.0
美团,周庄,2019-02-07 12:29:21,pqj230137735,,4.0
美团,周庄,2019-02-07 20:31:59,弄不清商,,5.0
美团,周庄,2019-02-06 18:23:29,kQl831666176,,4.0
美团,周庄,2019-02-07 14:19:37,匿名用户,,4.0
美团,周庄,2019-02-06 22:15:16,MkZ998801817,,4.0
美团,周庄,2019-02-06 17:46:49,mDv753141833,,4.0
美团,周庄,2019-02-06 15:31:02,匿名用户,,4.0
美团,周庄,2019-02-05 18:58:10,吃香辛料的狼,,4.0
美团,周庄,2019-02-06 15:10:47,未妨清秋,,5.0
美团,周庄,2019-02-06 13:46:22,熟悉陌生人_1987,,4.0
美团,周庄,2019-02-05 01:40:38,半城风砂,,5.0
美团,周庄,2019-02-01 22:15:06,匿名用户,,4.0
美团,周庄,2019-02-01 17:29:21,先生眼里有风n,,5.0
美团,周庄,2019-01-31 13:00:12,pQJ357591867,,4.0
美团,周庄,2019-01-28 18:09:43,KHr413553382,,5.0
美团,周庄,2019-01-28 13:05:39,chenhong76148,,4.0
美团,周庄,2019-01-27 21:54:49,匿名用户,,4.0
美团,周庄,2019-01-27 15:45:54,eSp206328950,,5.0
美团,周庄,2019-01-27 12:37:26,EhC888888698,,4.0
美团,周庄,2019-01-26 14:08:36,Clf588677066,,4.0
美团,周庄,2019-01-27 12:05:11,蛮蛮家的良玉,,5.0
美团,周庄,2019-01-26 10:59:45,xiyangwuhu,,5.0
美团,周庄,2019-01-25 18:39:38,lml227095546,,4.0
美团,周庄,2019-01-24 12:54:11,xiongjie1114,,4.0
美团,周庄,2019-01-24 20:49:19,匿名用户,,4.0
美团,周庄,2019-01-23 18:08:04,小海成,,4.0
美团,周庄,2019-01-23 09:10:51,mqg1982,,4.0
美团,周庄,2019-01-22 13:15:12,骏12G,,4.0
美团,周庄,2019-01-21 19:12:10,mizell,,5.0
美团,周庄,2019-01-21 17:30:30,藤结,,4.0
美团,周庄,2019-01-21 11:34:26,匿名用户,,5.0
美团,周庄,2019-01-20 08:57:09,yangfei_82,,4.0
美团,周庄,2019-01-19 21:41:01,lcC122087593,,5.0
美团,周庄,2019-01-19 19:00:56,BVG388613954,,4.0
美团,周庄,2019-01-16 11:26:56,gvU371473259,,4.0
美团,周庄,2019-01-16 11:11:30,jinxizhaohu,,5.0
美团,周庄,2019-01-14 17:04:11,OFY843292815,,5.0
美团,周庄,2019-01-14 17:04:15,OFY843292815,,5.0
美团,周庄,2019-01-11 19:29:06,elina_y,,5.0
美团,周庄,2019-01-10 20:35:30,ZDz87973226,,4.0
美团,周庄,2019-01-05 13:51:48,ECJ124758353,,5.0
美团,周庄,2018-12-31 21:23:03,痴情的小猪猪,,4.0
美团,周庄,2018-12-31 10:03:17,stU557271655,,4.0
美团,周庄,2018-12-30 16:11:32,前诺斑驳,,4.0
美团,周庄,2018-12-31 10:03:08,stU557271655,,4.0
美团,周庄,2018-12-31 12:11:54,菜and菜豆,,4.0
美团,周庄,2018-12-29 22:04:45,后知后觉。4593,,5.0
美团,周庄,2018-12-29 12:57:11,hppxqq,,5.0
美团,周庄,2018-12-29 12:57:05,hppxqq,,5.0
美团,周庄,2018-12-29 13:01:03,匿名用户,,4.0
美团,周庄,2018-12-26 20:42:08,gCc943986559,,5.0
美团,周庄,2018-12-27 11:29:52,_qq5871443682794,,5.0
美团,周庄,2018-12-25 15:46:23,OHj806357787,,4.0
美团,周庄,2018-12-24 21:12:58,asB465886432,,5.0
美团,周庄,2018-12-23 17:51:28,挥霍乄不去,,5.0
美团,周庄,2018-12-23 00:11:06,VKp953623410,,4.0
美团,周庄,2018-12-23 14:40:31,匿名用户,,4.0
美团,周庄,2018-12-22 08:35:46,匿名用户,,5.0
美团,周庄,2018-12-22 17:00:13,mwV195673477,,4.0
美团,周庄,2018-12-22 10:42:06,匿名用户,,5.0
美团,周庄,2018-12-21 14:37:26,匿名用户,,5.0
美团,周庄,2018-12-20 10:35:23,闹闹04040404,,5.0
美团,周庄,2018-12-19 12:27:12,s宋业辉,,4.0
美团,周庄,2018-12-18 16:24:44,匿名用户,,5.0
美团,周庄,2018-12-18 03:23:47,時間很安靜,,4.0
美团,周庄,2018-12-18 13:12:06,shq296935187,,4.0
美团,周庄,2018-12-18 11:10:58,ep8888,,4.0
美团,周庄,2018-12-16 09:42:24,匿名用户,,4.0
美团,周庄,2018-12-15 14:02:37,HEl596184671,,4.0
美团,周庄,2018-12-15 16:30:35,匿名用户,,5.0
美团,周庄,2018-12-14 18:00:38,小谢9513,,4.0
美团,周庄,2018-12-15 17:32:41,sFe440310023,,4.0
美团,周庄,2018-12-15 19:04:46,小萱2009,,5.0
美团,周庄,2018-12-12 16:38:47,dWm944329823,,4.0
美团,周庄,2018-12-10 14:48:24,我爹是谁,,5.0
美团,周庄,2018-12-10 18:05:33,张孝龙521,,5.0
美团,周庄,2018-12-09 22:46:58,Xsd442424905,,5.0
美团,周庄,2018-12-09 18:27:50,凌锐斯,,5.0
美团,周庄,2018-12-08 16:49:20,jVI546994273,,4.0
美团,周庄,2018-12-08 16:04:14,新世纪潇洒,,5.0
美团,周庄,2018-12-08 09:05:16,cHH819004972,,5.0
美团,周庄,2018-12-07 07:07:41,ZK1430,,5.0
美团,周庄,2018-12-07 18:24:12,曼鱼149,,5.0
美团,周庄,2018-12-05 02:11:31,xCy212704881,,4.0
美团,周庄,2018-12-06 00:38:36,dpcs,,5.0
美团,周庄,2018-12-05 21:35:46,九纪·,,5.0
美团,周庄,2018-12-03 19:35:36,匿名用户,,5.0
美团,周庄,2018-12-03 05:15:48,匿名用户,,4.0
美团,周庄,2018-12-03 12:09:21,rBz666268466,,5.0
美团,周庄,2018-12-02 16:43:24,rRz552288845,,4.0
美团,周庄,2018-12-02 18:13:42,jes958356235,,4.0
美团,周庄,2018-12-01 11:27:35,陆丽敏01,,4.0
美团,周庄,2018-12-01 09:29:24,匿名用户,,4.0
美团,周庄,2018-11-30 14:43:03,pgF543421197宋静,,5.0
美团,周庄,2018-11-29 20:11:27,匿名用户,,4.0
美团,周庄,2018-11-28 20:53:54,jiangjieik109,,5.0
美团,周庄,2018-11-28 17:47:53,SEh766923713,,5.0
美团,周庄,2018-11-28 21:40:00,時間很安靜,,5.0
美团,周庄,2018-11-28 19:08:35,陈书仪是大帅比,,4.0
美团,周庄,2018-11-28 20:53:44,jiangjieik109,,5.0
美团,周庄,2018-11-28 16:59:22,匿名用户,,5.0
美团,周庄,2018-11-28 07:19:06,匿名用户,,5.0
美团,周庄,2018-11-28 14:40:13,auW211057486,,4.0
美团,周庄,2018-11-27 12:43:59,匿名用户,,5.0
美团,周庄,2018-11-27 19:06:56,UCi181048248,,5.0
美团,周庄,2018-11-24 21:03:23,RID475762781,,4.0
美团,周庄,2018-11-25 08:47:49,杰丝01,,5.0
美团,周庄,2018-11-24 22:30:50,匿名用户,,5.0
美团,周庄,2018-11-23 19:51:51,JsR317445965,,5.0
美团,周庄,2018-11-21 22:13:25,mlT507472475,,5.0
美团,周庄,2018-11-23 00:09:02,我看见你兜里有糖,,4.0
美团,周庄,2018-11-21 16:57:10,kAy116528669,,5.0
美团,周庄,2018-11-21 19:51:32,欧恒一,,4.0
美团,周庄,2018-11-20 16:50:35,Gtl91282656,,5.0
美团,周庄,2018-11-20 18:49:46,匿名用户,,4.0
美团,周庄,2018-11-20 09:23:11,ljy508327476,,4.0
美团,周庄,2018-11-20 11:01:00,可爱水晶乖乖,,5.0
美团,周庄,2018-11-20 11:15:37,梦中的尘土,,4.0
美团,周庄,2018-11-18 12:15:46,本人不喜欢套路,,5.0
美团,周庄,2018-11-18 14:32:17,树深时见鹿128,,4.0
美团,周庄,2018-11-18 04:27:57,ojbkg,,4.0
美团,周庄,2018-11-17 19:59:11,Tina1703,,5.0
美团,周庄,2018-11-17 16:04:46,匿名用户,,5.0
美团,周庄,2018-11-16 19:22:40,我等你去看海,,5.0
美团,周庄,2018-11-15 18:53:03,相首走天涯,,5.0
美团,周庄,2018-11-15 09:00:26,OJl159167613,,4.0
美团,周庄,2018-11-13 16:33:39,走南闯北吃东喝西,,4.0
美团,周庄,2018-11-12 11:38:22,XcI399212783,,4.0
美团,周庄,2018-11-11 19:14:36,UMV285474245,,5.0
美团,周庄,2018-11-11 10:08:11,pQq105282868,,4.0
美团,周庄,2018-11-10 19:25:40,pzfbf,,5.0
美团,周庄,2018-11-11 12:56:50,翔宇668家纺,,4.0
美团,周庄,2018-11-08 21:45:02,宜兴小帅,,4.0
美团,周庄,2018-11-08 11:09:55,兵juan,,5.0
美团,周庄,2018-11-08 09:48:03,黑犬黑犬366,,4.0
美团,周庄,2018-11-07 21:47:46,秦殊_,,4.0
美团,周庄,2018-11-06 21:03:01,uql707659449,,4.0
美团,周庄,2018-11-06 22:53:59,kMQ288646331,,5.0
美团,周庄,2018-11-06 22:53:52,kMQ288646331,,5.0
美团,周庄,2018-11-05 21:45:33,王府井Z.O马辉,,5.0
美团,周庄,2018-11-04 19:07:41,drJ947037641,,5.0
美团,周庄,2018-11-04 18:33:49,md84679922,,5.0
美团,周庄,2018-11-05 12:17:18,绝顶732,,4.0
美团,周庄,2018-11-04 20:19:30,匿名用户,,5.0
美团,周庄,2018-11-03 21:46:03,dBB436939820,,4.0
美团,周庄,2018-11-04 12:00:32,匿名用户,,4.0
美团,周庄,2018-11-02 19:07:26,匿名用户,,4.0
美团,周庄,2018-11-02 18:01:24,XBX741566722,,5.0
美团,周庄,2018-11-01 18:51:44,龘龘450,,4.0
美团,周庄,2018-10-31 12:52:05,ZDc730153516,,5.0
美团,周庄,2018-11-01 18:42:15,小小祥1,,4.0
美团,周庄,2018-11-01 11:59:22,sUu974338044,,4.0
美团,周庄,2018-10-30 21:35:56,匿名用户,,5.0
美团,周庄,2018-10-30 23:10:48,此生De恋,,4.0
美团,周庄,2018-10-30 17:07:32,QZX673275395,,4.0
美团,周庄,2018-10-30 19:17:52,LHw156746830,,4.0
美团,周庄,2018-10-30 00:26:51,ssuil,,5.0
美团,周庄,2018-10-28 22:14:31,唐唐16,,4.0
美团,周庄,2018-10-28 17:35:26,匿名用户,,5.0
美团,周庄,2018-10-28 10:46:59,黄长银,,4.0
美团,周庄,2018-10-27 13:17:35,Lvv141361830,,4.0
美团,周庄,2018-10-27 12:45:56,匿名用户,,5.0
美团,周庄,2018-10-27 11:42:18,紫夜丶嘟嘟,,4.0
美团,周庄,2018-10-25 21:43:56,OCy419160889,,4.0
美团,周庄,2018-10-26 12:42:11,瑶瑶女王大人1,,4.0
美团,周庄,2018-10-26 12:42:15,瑶瑶女王大人1,,4.0
美团,周庄,2018-10-25 22:36:20,cLQ717714924,,4.0
美团,周庄,2018-10-25 21:44:06,OCy419160889,,4.0
美团,周庄,2018-10-25 19:09:18,匿名用户,,4.0
美团,周庄,2018-10-25 20:19:16,singlezheng,,5.0
美团,周庄,2018-10-23 12:02:46,Wyy715,,5.0
美团,周庄,2018-10-24 11:39:38,love淇淇520,,5.0
美团,周庄,2018-10-23 19:18:55,IOn833462708,,5.0
美团,周庄,2018-10-23 13:45:10,sPe667642212,,4.0
美团,周庄,2018-10-23 18:12:00,YTg145933594,,5.0
美团,周庄,2018-10-21 03:41:45,筱怪兽顾萌萌,,5.0
美团,周庄,2018-10-20 20:59:23,匿名用户,,5.0
美团,周庄,2018-10-21 03:41:50,筱怪兽顾萌萌,,5.0
美团,周庄,2018-10-20 22:27:27,IKZ709244061,,5.0
美团,周庄,2018-10-21 15:02:16,ywdskz,,4.0
美团,周庄,2018-10-20 11:51:23,Juhailin,,4.0
美团,周庄,2018-10-19 11:10:25,PjK934594838,,4.0
美团,周庄,2018-10-18 17:10:47,三分陆地七分海,,5.0
美团,周庄,2018-10-18 14:16:38,一片云12345,,4.0
美团,周庄,2018-10-18 13:42:14,qmi544033204,,4.0
美团,周庄,2018-10-18 17:10:39,三分陆地七分海,,5.0
美团,周庄,2018-10-15 19:02:16,TONG1994,,5.0
美团,周庄,2018-10-15 18:46:15,～小包子～,,5.0
美团,周庄,2018-10-15 16:59:48,zhyy1988282,,5.0
美团,周庄,2018-10-14 12:32:56,UkU176268512,,4.0
美团,周庄,2018-10-14 11:52:00,yuzw1987,,4.0
美团,周庄,2018-10-14 12:32:50,UkU176268512,,4.0
美团,周庄,2018-10-14 10:41:10,TVv406645998,,5.0
美团,周庄,2018-10-14 10:23:38,匿名用户,,4.0
美团,周庄,2018-10-13 21:11:02,NNJ585295633,,4.0
美团,周庄,2018-10-13 20:26:55,wDZ875652245,,4.0
美团,周庄,2018-10-11 15:43:10,EBK640477448,,5.0
美团,周庄,2018-10-10 10:59:04,匿名用户,,4.0
美团,周庄,2018-10-08 09:39:25,gexuexiang,,5.0
美团,周庄,2018-10-08 15:42:26,snP862761994,,4.0
美团,周庄,2018-10-08 09:47:46,1989zwb,,4.0
美团,周庄,2018-10-08 21:22:51,匿名用户,,4.0
美团,周庄,2018-10-08 09:39:20,gexuexiang,,5.0
美团,周庄,2018-10-07 09:08:31,匿名用户,,5.0
美团,周庄,2018-10-08 00:57:12,自始至终272,,4.0
美团,周庄,2018-10-07 23:26:14,tMG311942419,,4.0
美团,周庄,2018-10-07 09:08:24,匿名用户,,5.0
美团,周庄,2018-10-06 11:34:37,Daissmention117,,4.0
美团,周庄,2018-10-06 18:04:15,匿名用户,,5.0
美团,周庄,2018-10-06 07:55:19,gu83215269,,4.0
美团,周庄,2018-10-06 07:55:23,gu83215269,,4.0
美团,周庄,2018-10-06 09:12:55,匿名用户,,4.0
美团,周庄,2018-10-05 10:35:29,Dmv117337305,,4.0
美团,周庄,2018-10-04 23:04:42,Lyn_chow,,5.0
美团,周庄,2018-10-04 18:53:09,匿名用户,,5.0
美团,周庄,2018-10-05 11:13:07,CQr897119101,,5.0
美团,周庄,2018-10-04 22:04:56,匿名用户,,4.0
美团,周庄,2018-10-04 10:17:02,tQx244041596,,5.0
美团,周庄,2018-10-04 13:40:38,_qqm851426331226,,5.0
美团,周庄,2018-10-03 22:20:36,小倩倩423,,5.0
美团,周庄,2018-10-04 20:21:33,qmW589780281,,5.0
美团,周庄,2018-10-04 15:10:00,snow5888,,4.0
美团,周庄,2018-10-04 21:29:33,_qqxsn1424337074,,4.0
美团,周庄,2018-10-04 15:10:08,snow5888,,4.0
美团,周庄,2018-10-04 17:50:29,用户名好难取筽,,4.0
美团,周庄,2018-10-03 19:30:41,斓妆,,5.0
美团,周庄,2018-10-03 15:57:32,NKW225849111,,5.0
美团,周庄,2018-10-03 22:32:46,ixe316041096,,4.0
美团,周庄,2018-10-03 11:09:06,sqfjjl,,5.0
美团,周庄,2018-10-03 18:56:43,amG446963000,,4.0
美团,周庄,2018-10-03 19:20:28,Yte615661068,,4.0
美团,周庄,2018-10-03 14:13:37,LY33613363,,4.0
美团,周庄,2018-10-03 00:17:36,jzw729027104,,5.0
美团,周庄,2018-10-03 16:37:21,ewf186665208,,5.0
美团,周庄,2018-10-02 19:29:04,hunan258,,4.0
美团,周庄,2018-10-02 22:36:54,wkN808573642,,4.0
美团,周庄,2018-10-02 10:53:35,AKL779123056,,4.0
美团,周庄,2018-10-02 19:38:47,洋芋有,,4.0
美团,周庄,2018-10-02 20:58:24,tDW886186612,,4.0
美团,周庄,2018-10-02 15:36:54,我是我不是天使,,4.0
美团,周庄,2018-10-02 12:46:11,kAC24580456,,4.0
美团,周庄,2018-10-02 00:47:52,余话9020,,5.0
美团,周庄,2018-10-02 07:17:04,WQ833694660,,4.0
美团,周庄,2018-10-01 16:33:25,MQL539053301,,5.0
美团,周庄,2018-10-01 10:06:03,左岸的猫1818,,4.0
美团,周庄,2018-09-30 19:01:01,爱耍帅的哥哥,,5.0
美团,周庄,2018-10-01 00:28:00,匿名用户,,5.0
美团,周庄,2018-09-30 12:09:28,SqK703411157,,5.0
美团,周庄,2018-09-30 00:41:19,匿名用户,,5.0
美团,周庄,2018-09-29 21:52:27,jQJ582303716,,4.0
美团,周庄,2018-09-28 21:59:55,gPU448219052,,4.0
美团,周庄,2018-09-28 17:39:57,秋之落叶30357568,,4.0
美团,周庄,2018-09-28 12:36:00,MLe206998571,,4.0
美团,周庄,2018-09-27 09:29:00,sdH455187999,,5.0
美团,周庄,2018-09-25 13:48:08,匿名用户,,4.0
美团,周庄,2018-09-25 15:22:22,kXx196222782,,4.0
美团,周庄,2018-09-24 20:23:31,匿名用户,,4.0
美团,周庄,2018-09-24 08:35:12,水月蘑菇街,,5.0
美团,周庄,2018-09-23 20:08:27,NZD763012524,,5.0
美团,周庄,2018-09-22 12:01:02,wJc191983812,,4.0
美团,周庄,2018-09-22 14:27:24,匿名用户,,5.0
美团,周庄,2018-09-21 07:44:37,张洋2677,,4.0
美团,周庄,2018-09-21 20:04:42,匿名用户,,4.0
美团,周庄,2018-09-20 14:41:50,huangchaojiegg,,5.0
美团,周庄,2018-09-16 18:28:40,HdT91060004,,4.0
美团,周庄,2018-09-16 13:04:24,激进的丶兔子,,4.0
美团,周庄,2018-09-15 11:57:11,许胖胖皮皮兔,,4.0
美团,周庄,2018-09-15 21:46:13,shanxidaren,,4.0
美团,周庄,2018-09-14 11:55:52,穿越者846,,4.0
美团,周庄,2018-09-12 20:29:35,鸢尾花Iris04,,5.0
美团,周庄,2018-09-12 17:42:58,匿名用户,,4.0
美团,周庄,2018-09-11 17:47:06,MMR739039379,,4.0
美团,周庄,2018-09-10 22:16:59,康总888,,5.0
美团,周庄,2018-09-10 16:20:25,匿名用户,,5.0
美团,周庄,2018-09-09 13:42:20,EKa652529985,,4.0
美团,周庄,2018-09-09 17:47:41,ZHUANG08050805,,5.0
美团,周庄,2018-09-08 20:49:02,疯狂的日月,,4.0
美团,周庄,2018-09-09 13:42:00,EKa652529985,,4.0
美团,周庄,2018-09-07 16:41:19,心情乱了1,,4.0
美团,周庄,2018-09-08 08:40:01,花花哟i,,5.0
美团,周庄,2018-09-07 12:56:37,圈圈＆叉叉,,4.0
美团,周庄,2018-09-06 16:47:27,Rushbao1,,5.0
美团,周庄,2018-09-05 19:49:34,匿名用户,,5.0
美团,周庄,2018-09-04 06:39:50,mei956032,,5.0
美团,周庄,2018-09-03 14:09:12,HFY669098444,,4.0
美团,周庄,2018-09-02 22:04:16,jGh437872366,,5.0
美团,周庄,2018-09-02 06:02:05,匿名用户,,4.0
美团,周庄,2018-09-01 09:14:12,qFq406890911,,4.0
美团,周庄,2018-09-01 11:58:06,该用户已屏蔽781,,5.0
美团,周庄,2018-08-30 17:38:22,CvV373963893,,4.0
美团,周庄,2018-08-30 18:07:21,微丿光丨,,4.0
美团,周庄,2018-08-30 22:04:02,红成往事,,4.0
美团,周庄,2018-08-27 15:03:12,eAD759139579,,4.0
美团,周庄,2018-08-28 12:57:54,匿名用户,,4.0
美团,周庄,2018-08-27 12:44:33,jans88,,4.0
美团,周庄,2018-08-26 13:36:56,abO15962621286,,5.0
美团,周庄,2018-08-26 21:41:52,PEh704384643,,4.0
美团,周庄,2018-08-25 20:06:41,qaa822882878,,5.0
美团,周庄,2018-08-25 18:32:49,AVc261371177,,4.0
美团,周庄,2018-08-25 12:24:56,Sunny7742,,4.0
美团,周庄,2018-08-25 13:23:12,匿名用户,,4.0
美团,周庄,2018-08-24 18:15:37,Hmushroom,,4.0
美团,周庄,2018-08-25 10:16:44,菊一文字则宗155,,4.0
美团,周庄,2018-08-22 12:08:48,lha988727109,,4.0
美团,周庄,2018-08-22 00:29:38,虫5虫,,5.0
美团,周庄,2018-08-21 20:07:45,DpM350103599,,4.0
美团,周庄,2018-08-21 14:35:58,冰凌樱花0,,4.0
美团,周庄,2018-08-22 03:35:08,匿名用户,,5.0
美团,周庄,2018-08-22 10:09:15,TzT13815178237,,5.0
美团,周庄,2018-08-21 17:23:03,Mama123456789000,,4.0
美团,周庄,2018-08-21 12:24:02,地平线那,,5.0
美团,周庄,2018-08-20 10:53:04,Fyo315094004,,4.0
美团,周庄,2018-08-19 18:58:24,XkI728749377,,4.0
美团,周庄,2018-08-19 16:23:55,KeY624250147,,5.0
美团,周庄,2018-08-17 21:05:36,navition,,5.0
美团,周庄,2018-08-18 22:23:43,匿名用户,,4.0
美团,周庄,2018-08-18 13:00:03,oVH564091255,,4.0
美团,周庄,2018-08-18 12:14:47,小美0303,,4.0
美团,周庄,2018-08-16 23:01:36,匿名用户,,4.0
美团,周庄,2018-08-15 14:49:06,Amywangqiaoyun,,4.0
美团,周庄,2018-08-14 23:42:59,匿名用户,,5.0
美团,周庄,2018-08-14 12:33:21,mBq991051095,,5.0
美团,周庄,2018-08-13 19:25:30,小徐先生，,,4.0
美团,周庄,2018-08-13 16:20:36,eRa243759707,,4.0
美团,周庄,2018-08-13 17:15:13,qiushuiyiren.,,4.0
美团,周庄,2018-08-12 23:28:59,lgF401525879,,5.0
美团,周庄,2018-08-11 21:22:25,linqiaoguo,,5.0
美团,周庄,2018-08-11 03:07:52,草逸人生,,4.0
美团,周庄,2018-08-11 14:21:47,桃谬谬,,5.0
美团,周庄,2018-08-10 21:08:06,陌丨然丶,,4.0
美团,周庄,2018-08-11 07:45:46,BvJ256763494,,4.0
美团,周庄,2018-08-10 19:06:06,梓衡宝爸,,5.0
美团,周庄,2018-08-08 21:13:57,年轻无极限8851,,4.0
美团,周庄,2018-08-08 20:31:17,匿名用户,,5.0
美团,周庄,2018-08-08 12:17:59,zhangnanxinz,,4.0
美团,周庄,2018-08-08 11:33:29,hQz938084343,,4.0
美团,周庄,2018-08-06 21:02:23,Rain2018sun,,4.0
美团,周庄,2018-08-06 14:34:38,匿名用户,,4.0
美团,周庄,2018-08-07 01:32:43,vqO646814616,,4.0
美团,周庄,2018-08-06 17:47:20,IRd708984070,,4.0
美团,周庄,2018-08-06 10:36:38,daS240760413,,4.0
